id,sales_note,label
4361,interest shown in 2025X prototype by client,New Product Demand
4362,Exploring samples for a new product line.,New Product Demand
4363,warehouse almost out of stock for Model Y23,Stocking Issue
4364,trial samples needed for our new eco friendly line,New Product Demand
4365,"Inventory running low, client requests immediate resupply.",Stocking Issue
4366,"Backorderscausing delays, need resupply ASAP.",Stocking Issue
4367,Exploring samples for a new product line.,New Product Demand
4368,First order placed for updated product variant.,New Product Demand
4369,"Another batch required urgently, same spec as previous",Repeat Order
4370,Client exploring samples of 2024 line.,New Product Demand
4371,They are requesting a repeat of the previous order.,Repeat Order
4372,Needurgent delivery due to market launch next week.,Urgent Need
4373,criticalshortage reported need shipment by next week,Urgent Need
4374,interest shown in 2025X prototype by client,New Product Demand
4375,interest shown in 2025X prototype by client,New Product Demand
4376,Rush request for product A45 due to customer escalation,Urgent Need
4377,Request for custom color matching on containers.,Custom Spec
4378,client needs same order as last month for product 450X,Repeat Order
4379,Customizeddimension required for part 780Y.,Custom Spec
4380,Wants special coating on the exterior.,Custom Spec
4381,Need 300 more of the units ordered last month.,Repeat Order
4382,custom size requested for container 560Z special handling needed,Custom Spec
4383,critical shortage reported need shipment by next week,Urgent Need
4384,"Requesting rush shipping, shortage reported.",Urgent Need
4385,needs reinforced handles on boxes for safety reason,Custom Spec
4386,Need300 more of the units ordered last month.,Repeat Order
4387,Need emergency stock replenishment by Friday.,Urgent Need
4388,"Out of stock reported, needs restocking.",Stocking Issue
4389,"Inventory running low, client requests immediate resupply.",Stocking Issue
4390,Customized dimension required for part 780Y.,Custom Spec
4391,warehouse almost out of stock for Model Y23,Stocking Issue
4392,Repeat purchase request for Model 500Y,Repeat Order
4393,Specification change: needs reinforced packaging.,Custom Spec
4394,Requestfor custom color matching on containers.,Custom Spec
4395,"Backorders causing delays, need resupply ASAP.",Stocking Issue
4396,Need urgent delivery due to market launch next week.,Urgent Need
4397,"Backorders causing delays, need resupply ASAP.",Stocking Issue
4398,backorders increasing need quick replenishment,Stocking Issue
4399,backorders increasing need quick replenishment,Stocking Issue
4400,"running low on supplies again, please arrange dispatch",Stocking Issue
4401,"Warehouse backorder increasing, please resupply.",Stocking Issue
4402,warehousealmost out of stock for Model Y23,Stocking Issue
4403,Request to modify packaging dimensions before shipment,Custom Spec
4404,Stockout reported for Model X1.,Stocking Issue
4405,First order placed for updated product variant. ASAP,New Product Demand
4406,Wants special coating on the exterior.,Custom Spec
4407,Customizeddimension required for part 780y.,Custom Spec
4408,backorders increasing need quick replenishment,Stocking Issue
4409,Need urgent delivery due to market launch next week.,Urgent Need
4410,inventory outage pls expedite shipping if possible,Urgent Need
4411,Trial order to test new technology batch.,New Product Demand
4412,interest shown in 2025X prototype by client,New Product Demand
4413,demo units requested to evaluate updated models,New Product Demand
4414,demo units requested to evaluate updated models,New Product Demand
4415,Request for non-standard dimension for container. ASAP,Custom Spec
4416,Exploringsamples for a new product line.,New Product Demand
4417,They are requesting a repeat of the previous order.,Repeat Order
4418,Asked for customized sizing of the packaging.,Custom Spec
4419,They are requesting a repeat of the previous order.,Repeat Order
4420,Placing a repeat request for item series 100X.,Repeat Order
4421,Trial order to test new technology batch.,New Product Demand
4422,warehouse almost out of stock for Model Y23,Stocking Issue
4423,"running low on supplies again, please arrange dispatch",Stocking Issue
4424,warehouse almost out of stock for Model Y23,Stocking Issue
4425,Need urgent delivery due to market launch next week.,Urgent Need
4426,Stockout reported for Model X1.,Stocking Issue
4427,demo units requested to evaluate updated models,New Product Demand
4428,Need 300 more of the units ordered last month.,Repeat Order
4429,"Outof stock reported, needs restocking.",Stocking Issue
4430,They are requesting a repeat of the previous order.,Repeat Order
4431,Repeat purchase request for Model 500Y,Repeat Order
4432,inventoryoutage pls expedite shipping if possible,Urgent Need
4433,"Anotherbatch required urgently, same spec as previous",Repeat Order
4434,Request for non-standard dimension for container.,Custom Spec
4435,"Backorders causing delays, need resupply ASAP.",Stocking Issue
4436,"Delivery needed immediately, client facing outage.",Urgent Need
4437,Customized dimension required for part 780Y.,Custom Spec
4438,"Inventory running low, client requests immediate resupply.",Stocking Issue
4439,Wants special coating on the exterior.,Custom Spec
4440,Request for custom color matching on containers.,Custom Spec
4441,Customized dimension required for part 780Y.,Custom Spec
4442,customsize requested for container 560Z special handling needed,Custom Spec
4443,"Warehouse backorder increasing, please resupply. ASAP",Stocking Issue
4444,They are requesting a repeat of the previous order.,Repeat Order
4445,"Another batch required urgently, same spec as previous",Repeat Order
4446,client needs same order as last month for product 450X,Repeat Order
4447,Asked for customized sizing of the packaging.,Custom Spec
4448,Request for custom color matching on containers.,Custom Spec
4449,Client exploring samples of 2024 line.,New Product Demand
4450,"Deliveryneeded immediately, client facing outage.",Urgent Need
4451,Placing a repeat request for item series 100X.,Repeat Order
4452,Client exploring samples of 2024 line.,New Product Demand
4453,inventory outage pls expedite shipping if possible,Urgent Need
4454,Requestto modify packaging dimensions before shipment,Custom Spec
4455,"Backorders causing delays, need resupply ASAP.",Stocking Issue
4456,critical shortage reported need shipment by next week,Urgent Need
4457,Need emergency stock replenishment by Friday. ASAP,Urgent Need
4458,"Warehouse backorder increasing, please resupply.",Stocking Issue
4459,"Backorders causing delays, need resupply ASAP.",Stocking Issue
4460,trial samples needed for our new eco friendly line,New Product Demand
4461,Asked for customized sizing of the packaging.,Custom Spec
4462,"Requesting rush shipping, shortage reported.",Urgent Need
4463,Customized dimension required for part 780Y.,Custom Spec
4464,"Backorders causing delays, need resupply ASAP.",Stocking Issue
4465,critical shortage reported need shipment by next week,Urgent Need
4466,critical shortage reported need shipment by next week,Urgent Need
4467,client needs same order as last month for product 450X,Repeat Order
4468,First order placed for updated product variant.,New Product Demand
4469,"Requesting rush shipping, shortage reported.",Urgent Need
4470,Placing a repeat request for item series 100X.,Repeat Order
4471,critical shortage reported need shipment by next week,Urgent Need
4472,customsize requested for container 560Z special handling needed,Custom Spec
4473,critical shortage reported need shipment by next week,Urgent Need
4474,"Out of stock reported, needs restocking. ASAP",Stocking Issue
4475,"Delivery needed immediately, client facing outage.",Urgent Need
4476,Specification change: needs reinforced packaging.,Custom Spec
4477,Rush request for product A45 due to customer escalation ASAP,Urgent Need
4478,Need300 more of the units ordered last month.,Repeat Order
4479,clientneeds same order as last month for product 450X,Repeat Order
4480,Specification change: needs reinforced packaging.,Custom Spec
4481,trial samples needed for our new eco friendly line,New Product Demand
4482,Placing a repeat request for item series 100X.,Repeat Order
4483,They are requesting a repeat of the previous order.,Repeat Order
4484,Stockout reported for Model X1.,Stocking Issue
4485,demo units requested to evaluate updated models,New Product Demand
4486,Asked for customized sizing of the packaging.,Custom Spec
4487,They are requesting a repeat of the previous order.,Repeat Order
4488,Rush request for product A45 due to customer escalation,Urgent Need
4489,Customized dimension required for part 780Y.,Custom Spec
4490,Rush request for product A45 due to customer escalation,Urgent Need
4491,trialsamples needed for our new eco friendly line,New Product Demand
